Tag,Date,Parameter Code,Values,Parameter Description,Units of Measurement,Media,Method,Lat,Long,Type
RR10066,2/24/98,10,12.78,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
R179265,3/23/98,10,12.71,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
RR10250,3/24/98,10,13.94,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
RR10251,4/22/98,10,15.81,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
RR10255,5/27/98,10,25.77,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
R179284,6/4/98,10,17.23,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
RR10302,6/22/98,10,29.63,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
R179310,7/22/98,10,28.02,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
RR10312,7/30/98,10,23.73,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
RR10333,8/26/98,10,32.19,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
RR10334,9/24/98,10,25.32,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
RR10357,10/27/98,10,20.9,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
RR10388,11/16/98,10,14.41,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
R184910,11/18/98,10,12.6,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
R184974,1/13/99,10,4.9,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
R185035,5/17/99,10,20.3,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
R186104,8/11/99,10,27.8,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
RR10572,9/14/99,10,18.76,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
U031271,10/6/99,10,19.5,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
RR10578,10/11/99,10,21.57,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
RR10583,11/9/99,10,17.66,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
RR10588,12/7/99,10,10.08,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
RR10614,2/8/00,10,12.78,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
U031272,2/17/00,10,9,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
RR10634,3/7/00,10,16.86,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
U031273,3/21/00,10,11.5,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
RR10669,4/10/00,10,19.4,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
RR10690,5/9/00,10,25.04,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
RR10710,6/12/00,10,29.98,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
U031274,6/27/00,10,22,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
RR10715,7/10/00,10,28.22,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
RR10721,8/9/00,10,27.49,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
U031275,8/24/00,10,29.5,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
RR10727,9/12/00,10,23.31,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
RR10732,10/9/00,10,15.64,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
RR10750,11/7/00,10,9,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
RR10743,12/4/00,10,7.58,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
RR10804,2/13/01,10,9.61,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
RR10839,3/13/01,10,14.5,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
RR10846,4/3/01,10,18.6,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
RR10854,5/8/01,10,22.8,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
RR10861,6/11/01,10,27.7,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
RR10868,7/10/01,10,27.9,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
RR10876,8/7/01,10,25.6,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
RR10884,9/18/01,10,24.8,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
RR10944,12/5/01,10,13.6,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
2265407,2/13/02,10,4,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
2265408,2/13/02,10,3.8,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
R205796,2/13/02,10,4,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
RR11037,3/19/02,10,9.4,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
2265527,6/11/02,10,24.1,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
2265528,6/11/02,10,23.5,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
2265529,6/11/02,10,22.3,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
R205916,6/11/02,10,24.8,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
RR11044,6/18/02,10,26.6,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
2314097,11/12/02,10,9.7,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
2314098,11/12/02,10,9.7,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
2314101,11/12/02,10,9.7,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
R208605,11/12/02,10,9.8,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
R208614,11/13/02,10,9.4,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
R209830,1/14/03,10,5.4,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
2329073,2/19/03,10,6.3,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
2329074,2/19/03,10,6.2,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
2329075,2/19/03,10,6.1,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
R209880,2/19/03,10,6.4,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
R209906,4/8/03,10,10.3,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
2513215,5/21/03,10,18.6,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
2513216,5/21/03,10,18.5,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
2513217,5/21/03,10,18.8,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
R214937,5/21/03,10,19.9,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
R214983,7/14/03,10,24.2,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
2513252,7/15/03,10,26.9,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
2513253,7/15/03,10,26.7,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
2513254,7/15/03,10,26.4,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
R214985,7/15/03,10,28.4,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
RR11211,9/10/03,10,28.9,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
RR11213,9/10/03,10,24.6,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
2577687,10/27/03,10,14.3,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
2577688,10/27/03,10,14.2,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
R218349,10/27/03,10,14.2,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
RR11219,12/8/03,10,8.3,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
RR11221,12/8/03,10,9,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
2615086,2/18/04,10,4.3,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
2615087,2/18/04,10,4.3,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
R221272,2/18/04,10,4.3,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
RR11227,3/17/04,10,16.2,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
RR11229,3/17/04,10,17.7,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
2615157,5/24/04,10,23.1,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
2615158,5/24/04,10,23,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
2615159,5/24/04,10,22.8,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
R221342,5/24/04,10,23.1,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
RR11235,6/16/04,10,28.6,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
RR11237,6/16/04,10,26.5,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
2617634,7/21/04,10,28,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
2617635,7/21/04,10,27.5,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
2617636,7/21/04,10,26,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
R221946,7/21/04,10,28.7,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
RR11243,9/8/04,10,18.3,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
RR11244,9/8/04,10,18.8,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
2677576,11/22/04,10,9.3,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
2677577,11/22/04,10,9.2,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
2677578,11/22/04,10,9.2,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
R224279,11/22/04,10,9.4,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
RR11251,12/8/04,10,5.6,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
RR11252,12/8/04,10,6.4,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
2824833,2/8/05,10,4.9,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
2824834,2/8/05,10,4.9,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
2824835,2/8/05,10,4.9,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
R228435,2/8/05,10,5,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
RR11259,3/16/05,10,6.7,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
RR11260,3/16/05,10,7.3,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
2836708,4/28/05,10,15.9,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
2836709,4/28/05,10,15.9,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
2836710,4/28/05,10,15.8,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
R229395,4/28/05,10,15.9,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
RR11266,6/22/05,10,25.9,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
RR11267,6/22/05,10,25.4,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
2854767,7/20/05,10,26.8,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
2854768,7/20/05,10,26.7,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
2854769,7/20/05,10,23.3,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
R231523,7/20/05,10,26.8,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
RR11275,9/21/05,10,21.2,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
2858818,11/14/05,10,11.7,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
2858819,11/14/05,10,11.6,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
2858820,11/14/05,10,11.6,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
R232654,11/14/05,10,11.7,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
RR11554,12/14/05,10,2.4,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
2869352,2/13/06,10,3.7,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
2869353,2/13/06,10,3.8,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
R233670,2/13/06,10,3.7,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
RR11609,3/22/06,10,5.3,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
2869842,5/31/06,10,23.7,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
2869843,5/31/06,10,23.4,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
R233937,5/31/06,10,25.1,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
RR11620,6/21/06,10,23.3,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
RR11621,6/21/06,10,23.7,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
2900838,7/20/06,10,27.7,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
2900841,7/20/06,10,27.6,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
R235879,7/20/06,10,28.2,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
RR11722,9/13/06,10,16.9,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
RR11723,9/13/06,10,19.7,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
10015911,10/5/06,10,20.6,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
10015916,10/5/06,10,20.3,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
RR11766,12/12/06,10,4,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
RR11767,12/12/06,10,5.6,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
Z004990,11/13/68,11,57.2,"TEMPERATURE, WATER (DEGREES FAHRENHEIT)",DEG F,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
Z004991,12/3/68,11,44.6,"TEMPERATURE, WATER (DEGREES FAHRENHEIT)",DEG F,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
Z004992,1/8/69,11,41,"TEMPERATURE, WATER (DEGREES FAHRENHEIT)",DEG F,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
Z004993,2/5/69,11,35.6,"TEMPERATURE, WATER (DEGREES FAHRENHEIT)",DEG F,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
Z004994,3/18/69,11,57.2,"TEMPERATURE, WATER (DEGREES FAHRENHEIT)",DEG F,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
Z004995,4/8/69,11,62,"TEMPERATURE, WATER (DEGREES FAHRENHEIT)",DEG F,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
Z004996,6/5/69,11,69.8,"TEMPERATURE, WATER (DEGREES FAHRENHEIT)",DEG F,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
Z004998,7/29/69,11,96.8,"TEMPERATURE, WATER (DEGREES FAHRENHEIT)",DEG F,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
Z004999,8/6/69,11,91.4,"TEMPERATURE, WATER (DEGREES FAHRENHEIT)",DEG F,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
Z005000,9/10/69,11,64.4,"TEMPERATURE, WATER (DEGREES FAHRENHEIT)",DEG F,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
Z005001,10/8/69,11,73.4,"TEMPERATURE, WATER (DEGREES FAHRENHEIT)",DEG F,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
Z005002,11/18/69,11,44,"TEMPERATURE, WATER (DEGREES FAHRENHEIT)",DEG F,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
Z005003,12/17/69,11,38,"TEMPERATURE, WATER (DEGREES FAHRENHEIT)",DEG F,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
Z005004,1/13/70,11,43,"TEMPERATURE, WATER (DEGREES FAHRENHEIT)",DEG F,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
Z005005,2/4/70,11,47,"TEMPERATURE, WATER (DEGREES FAHRENHEIT)",DEG F,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
Z005006,3/4/70,11,63,"TEMPERATURE, WATER (DEGREES FAHRENHEIT)",DEG F,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
Z005007,4/15/70,11,55,"TEMPERATURE, WATER (DEGREES FAHRENHEIT)",DEG F,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
Z005008,5/27/70,11,69,"TEMPERATURE, WATER (DEGREES FAHRENHEIT)",DEG F,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
Z005009,6/10/70,11,86,"TEMPERATURE, WATER (DEGREES FAHRENHEIT)",DEG F,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
Z005010,6/23/70,11,80,"TEMPERATURE, WATER (DEGREES FAHRENHEIT)",DEG F,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
